sample,r,likelihood,mean,low,high
unconflicted,1.0,0.33647327450515807,0.8737809879777066,0.033499070596459644,0.936381560884111
unconflicted,1.0,0.3489919795852359,0.8738820959568142,0.03682542233949946,0.935363259021748
unconflicted,1.0,0.3615106846653138,0.873983134623972,0.040477322702975375,0.9349653963080431
unconflicted,1.0,0.3740293897453916,0.8740841040079833,0.04447494092530196,0.9345652485186927
unconflicted,1.0,0.3865480948254695,0.8741850041376698,0.049527052043021984,0.9341628046083726
unconflicted,1.0,0.39906679990554733,0.8742858350418724,0.054756967807269824,0.9337580535048695
unconflicted,1.0,0.4115855049856252,0.8743865967494503,0.05997761162521108,0.9332899992326875
unconflicted,1.0,0.42410421006570304,0.8744872892892814,0.0656614294760755,0.9326953200475587
unconflicted,1.0,0.4366229151457809,0.874587912690262,0.07184271562578057,0.9323584787683327
unconflicted,1.0,0.44914162022585874,0.8746884669813072,0.0785597187534611,0.9320125042407444
unconflicted,1.0,0.4616603253059366,0.8747889521913499,0.08585368940218681,0.9313611329507734
unconflicted,1.0,0.47417903038601444,0.8748893683493416,0.09375604704500594,0.9305580519257457
unconflicted,1.0,0.4866977354660923,0.8749897154842522,0.10256738973002412,0.9296033376890876
unconflicted,1.0,0.49921644054617015,0.8750899936250695,0.11243551066247318,0.9291941677609605
unconflicted,1.0,0.511735145626248,0.8751902028007997,0.12312287781560485,0.9286283232056705
unconflicted,1.0,0.5242538507063259,0.8752903430404672,0.13467205092995357,0.9280510324526998
unconflicted,1.0,0.5367725557864037,0.8753904143731137,0.14712286843744207,0.9275569851125216
unconflicted,1.0,0.5492912608664816,0.8754904168277997,0.16051134086758692,0.9274332985088375
unconflicted,1.0,0.5618099659465594,0.8755903504336031,0.17489281567211987,0.9269781598434778
unconflicted,1.0,0.5743286710266373,0.87569021521962,0.1902987011879871,0.9267040034476058
unconflicted,1.0,0.5868473761067151,0.875790011214964,0.2067218554284328,0.9266901100389036
unconflicted,1.0,0.599366081186793,0.8758897384487662,0.2232507916458475,0.9266050588190528
unconflicted,1.0,0.6118847862668709,0.875989396950176,0.24061999548914956,0.9261805551481652
unconflicted,1.0,0.6244034913469487,0.87608898674836,0.2588221299237714,0.9257258199312114
unconflicted,1.0,0.6369221964270266,0.8761885078725024,0.27799318728448724,0.9251418053437992
unconflicted,1.0,0.6494409015071044,0.8762879603518046,0.2981806317581227,0.9244718874174984
unconflicted,1.0,0.6619596065871823,0.876387344215486,0.32062866607379586,0.9243012817035836
unconflicted,1.0,0.6744783116672601,0.8764866594927831,0.34393855537471946,0.9241815933070678
unconflicted,1.0,0.686997016747338,0.8765859062129494,0.3680251151899542,0.9240249368492424
unconflicted,1.0,0.6995157218274158,0.8766850844052563,0.3928614868385192,0.9243627550494491
unconflicted,1.0,0.7120344269074937,0.8767841940989917,0.4182663832291418,0.92375858225732
unconflicted,1.0,0.7245531319875715,0.8768832353234608,0.4441124741495813,0.9236706009659365
unconflicted,1.0,0.7370718370676494,0.8769822081079864,0.4702967759108244,0.9229994230043918
unconflicted,1.0,0.7495905421477272,0.8770811124819078,0.49658113842835716,0.9228531805830081
unconflicted,1.0,0.7621092472278052,0.8771799484745809,0.5230298039131798,0.9226692963124259
