sample,term,estimate,low,high,bootstrap_success
unconflicted,intercept,-11.512495070658467,-89.3631128289921,-6.451100180220294,2000
unconflicted,r,13.422657308507013,2.104843028367507,91.88964879564924,2000
unconflicted,likelihood,3.5647965904451246,-3.51084354046701,82.42205830207016,2000
unconflicted,interaction,-3.491539860311017,-82.65667863186754,8.705786301677843,2000
