sample,r,likelihood,mean,low,high
conflicted,0.0,3.763645160758789e-05,0.0012669117393335186,5.589637260359135e-05,0.004233452764511719
conflicted,0.0,0.012678615453106237,0.0013005747870065403,5.9603187543208846e-05,0.004304064679929926
conflicted,0.0,0.025319594454604886,0.001335131098079584,6.379056369889275e-05,0.004360950371161582
conflicted,0.0,0.037960573456103534,0.0013706043112976759,6.763735301653799e-05,0.004418093296023081
conflicted,0.0,0.05060155245760218,0.0014070186875000117,7.208523066515984e-05,0.004476613490191141
conflicted,0.0,0.06324253145910083,0.0014443991258046892,7.684680434512322e-05,0.004535374330246134
conflicted,0.0,0.07588351046059949,0.0014827711802044518,8.188993009488168e-05,0.004595201052998875
conflicted,0.0,0.08852448946209814,0.001522161076583288,8.724019403151507e-05,0.00465640265482046
conflicted,0.0,0.10116546846359678,0.0015625957301640216,9.294054868979046e-05,0.004716956011346337
conflicted,0.0,0.11380644746509543,0.00160410276339717,9.849718110119684e-05,0.004778295686852014
conflicted,0.0,0.12644742646659407,0.0016467105243015993,0.00010275381358221224,0.004840431814422325
conflicted,0.0,0.13908840546809273,0.0016904481052677268,0.00010722856004431734,0.004893191884682401
conflicted,0.0,0.1517293844695914,0.0017353453623341858,0.00011190625065411917,0.004934518978320294
conflicted,0.0,0.16437036347109002,0.0017814329349491694,0.00011815572804426216,0.005033275858218454
conflicted,0.0,0.17701134247258868,0.0018287422662278004,0.00012729039013589867,0.005099325053582702
conflicted,0.0,0.1896523214740873,0.001877305623717188,0.0001371315800049213,0.005166273951078912
conflicted,0.0,0.20229330047558597,0.001927156120680982,0.0001477339566882143,0.005233954049103934
conflicted,0.0,0.21493427947708463,0.0019783277379155015,0.00015628671162219376,0.005331721855505892
conflicted,0.0,0.22757525847858326,0.00203085534610976,0.00016417149590875087,0.0054300541895568235
conflicted,0.0,0.24021623748008192,0.0020847747287618726,0.0001728265259461809,0.005571420216213776
conflicted,0.0,0.25285721648158055,0.002140122605664655,0.00018413700039990533,0.005659444021950345
conflicted,0.0,0.26549819548307924,0.002196936656973352,0.00019615841717778905,0.005761763734034052
conflicted,0.0,0.27813917448457787,0.002255255547868779,0.0002090046474901111,0.005866304904687317
conflicted,0.0,0.2907801534860765,0.002315118953829277,0.00022278681301050445,0.005970396829597233
conflicted,0.0,0.3034211324875752,0.0023765675865252043,0.00023628001115837767,0.006059972133134819
conflicted,0.0,0.3160621114890738,0.002439643220349889,0.00025275745108114124,0.0061674414065434145
conflicted,0.0,0.32870309049057245,0.002504388719601164,0.00026640884603484276,0.00629238636117229
conflicted,0.0,0.3413440694920711,0.0025708480663279173,0.00028051298897957473,0.0063908622286297815
conflicted,0.0,0.35398504849356976,0.0026390663888562265,0.0003058482503939688,0.006507327297553743
conflicted,0.0,0.3666260274950684,0.0027090899910099373,0.00032329951244597827,0.006631635684007385
conflicted,0.0,0.379267006496567,0.002780966382040778,0.00034009294479604046,0.006755481065169908
conflicted,0.0,0.3919079854980657,0.0028547443072832416,0.00035662010417111914,0.006887473468803618
conflicted,0.0,0.40454896449956435,0.0029304737795498195,0.00037479877866213767,0.007032349056545679
conflicted,0.0,0.417189943501063,0.00300820611128223,0.0003949182822411237,0.00717401741205992
conflicted,0.0,0.42983092250256166,0.003087993947474666,0.00041315237931163214,0.0073079534872397545
conflicted,0.0,0.4424719015040603,0.0031698912993851124,0.00043796262317692637,0.007463745768162732
conflicted,0.0,0.4551128805055589,0.0032539535790511694,0.00046042559042750776,0.007665316864507367
conflicted,0.0,0.4677538595070576,0.003340237634626844,0.0004817193045662902,0.00780096147492111
conflicted,0.0,0.48039483850855624,0.0034288017865570677,0.0004946654782987849,0.007960282651998721
conflicted,0.0,0.4930358175100549,0.0035197058646068684,0.0005173559167669996,0.008092530236309091
conflicted,0.0,0.5056767965115535,0.003613011245762211,0.0005479590262762727,0.008320896912357791
conflicted,0.0,0.5183177755130521,0.0037087808930198166,0.0005745233437059807,0.008495468919488654
conflicted,0.0,0.5309587545145509,0.0038070793950832882,0.0006073853260425414,0.008713479257411574
conflicted,0.0,0.5435997335160495,0.003907973006983091,0.0006377147770513444,0.008958773233936594
conflicted,0.0,0.5562407125175481,0.004011529691638071,0.0006714793056210776,0.009164887877048254
conflicted,0.0,0.5688816915190468,0.004117819162376214,0.0007044226722670281,0.009385242600303533
conflicted,0.0,0.5815226705205454,0.004226912926432584,0.0007296034611073438,0.009551513632387298
conflicted,0.0,0.594163649522044,0.004338884329442306,0.0007579484091909461,0.009783657724592497
conflicted,0.0,0.6068046285235428,0.004453808600946701,0.0007900430837304356,0.01005347729218631
conflicted,0.0,0.6194456075250414,0.004571762900930511,0.0008253446222066689,0.010326785226851007
conflicted,0.0,0.63208658652654,0.004692826367408421,0.0008626063513870704,0.010653922088668215
conflicted,0.0,0.6447275655280387,0.004817080165078864,0.0009108649836416313,0.010971381043925454
conflicted,0.0,0.6573685445295373,0.004944607535063202,0.0009626617641189039,0.011341169103558464
conflicted,0.0,0.6700095235310359,0.0050754938457483485,0.0010079289010022435,0.011558949994742005
conflicted,0.0,0.6826505025325346,0.005209826644750679,0.0010346076745465348,0.011971716650594509
conflicted,0.0,0.6952914815340333,0.005347695712019194,0.0010664174223507417,0.012354961776697428
conflicted,0.0,0.7079324605355319,0.005489193114095511,0.0011091480517902953,0.01283229155858486
conflicted,0.0,0.7205734395370306,0.0056344132595483615,0.0011723205477931964,0.013188854501062056
conflicted,0.0,0.7332144185385292,0.005783452955599835,0.001232921123872967,0.013644491663134962
conflicted,0.0,0.7458553975400278,0.00593641146596049,0.0012702570476506199,0.014033324239826112
conflicted,0.0,0.7584963765415265,0.006093390569890235,0.0013134660125313305,0.014545607818136753
conflicted,0.0,0.7711373555430252,0.006254494622501353,0.0013499907519858713,0.01509512799311491
conflicted,0.0,0.7837783345445238,0.006419830616319882,0.0013819533446895146,0.015502486589847942
conflicted,0.0,0.7964193135460225,0.00658950824412105,0.0014394285103812624,0.016017871223989243
conflicted,0.0,0.8090602925475211,0.00676363996305402,0.0014797929894161835,0.016487871873248173
conflicted,0.0,0.8217012715490197,0.006942341060070617,0.0015056036618314884,0.01700135866084732
conflicted,0.0,0.8343422505505184,0.007125729718672215,0.0015666232987701025,0.01752677143060584
conflicted,0.0,0.846983229552017,0.007313927086988327,0.0016271988309906446,0.01810213688090013
conflicted,0.0,0.8596242085535157,0.007507057347199578,0.0016780504662434561,0.01861764617150626
conflicted,0.0,0.8722651875550144,0.007705247786317165,0.001726016069584382,0.019264092158432847
conflicted,0.0,0.884906166556513,0.00790862886832997,0.0017753611076837862,0.01993794586438458
conflicted,0.0,0.8975471455580116,0.008117334307729472,0.0018260947373968284,0.020594829530130334
conflicted,0.0,0.9101881245595103,0.00833150114442185,0.0018805561735007479,0.021477458793111404
conflicted,0.0,0.9228291035610089,0.008551269820035215,0.0019480049816199203,0.02255371320981077
conflicted,0.0,0.9354700825625076,0.008776784255629166,0.0019871764894375224,0.023527078245080612
conflicted,0.0,0.9481110615640063,0.009008191930812098,0.002043387703515618,0.02428234905149545
conflicted,0.0,0.9607520405655049,0.009245643964270812,0.0020839246096905004,0.025452505066741352
conflicted,0.0,0.9733930195670035,0.009489295195715055,0.0021290223854042068,0.026613359681922046
conflicted,0.0,0.9860339985685022,0.009739304269238287,0.002201532416622775,0.027706594344490326
conflicted,0.0,0.9986749775700008,0.009995833718094278,0.0022458582728032703,0.028845105133553678
conflicted,0.5,0.0179862132520272,0.030874024685989706,0.006621947311602492,0.07115266143869034
conflicted,0.5,0.03040658921377805,0.031097967165630742,0.006752674272918079,0.07114583026623392
conflicted,0.5,0.0428269651755289,0.03132348149443267,0.00687704021384584,0.07113176678932247
conflicted,0.5,0.05524734113727975,0.03155057794123934,0.00702920542380608,0.07102451834957398
conflicted,0.5,0.0676677170990306,0.03177926683085794,0.0072137657211984625,0.07070203428413904
conflicted,0.5,0.08008809306078145,0.032009558544197965,0.007393677568712795,0.07038093635038607
conflicted,0.5,0.09250846902253229,0.03224146351840781,0.007523947414732497,0.07025350027238352
conflicted,0.5,0.10492884498428315,0.03247499224700868,0.007656494901381379,0.07028188950806885
conflicted,0.5,0.117349220946034,0.03271015528002614,0.0077913592237535126,0.07031028982649265
conflicted,0.5,0.12976959690778486,0.03294696322411899,0.007928580229114565,0.07033870123116757
conflicted,0.5,0.1421899728695357,0.03318542674270531,0.008069638182981433,0.0703671237256066
conflicted,0.5,0.15461034883128655,0.033425556556085985,0.008242659694465863,0.07039555731332343
conflicted,0.5,0.1670307247930374,0.03366736344156525,0.008397396643191697,0.07042400199783197
conflicted,0.5,0.17945110075478826,0.03391085823356858,0.008549533089993355,0.07045175208472006
conflicted,0.5,0.1918714767165391,0.0341560518237574,0.008780526931590937,0.07047063033134486
conflicted,0.5,0.20429185267828995,0.034402955161141016,0.008946886152868162,0.07050008147344194
conflicted,0.5,0.2167122286400408,0.03465157925218546,0.009069727132561744,0.0704945925348411
conflicted,0.5,0.22913260460179166,0.03490193516091914,0.009277740480942636,0.07061282230676215
conflicted,0.5,0.24155298056354252,0.035154034009035384,0.009485077618368835,0.07066945492300507
conflicted,0.5,0.25397335652529335,0.035407886975991815,0.009699245148993842,0.07065071316057635
conflicted,0.5,0.2663937324870442,0.03566350529910623,0.009919453444940532,0.07069888150128527
conflicted,0.5,0.27881410844879506,0.03592090027364933,0.010108075216962843,0.07074708128639616
conflicted,0.5,0.2912344844105459,0.036180083252933794,0.010311436089006061,0.070885970018949
conflicted,0.5,0.3036548603722968,0.036441065648400155,0.010552705540560904,0.07094671744664131
conflicted,0.5,0.3160752363340476,0.0367038589296986,0.010801162544610873,0.0709843065613805
conflicted,0.5,0.32849561229579843,0.03696847462476775,0.011055405234912365,0.07097535108684813
conflicted,0.5,0.3409159882575493,0.037234924319909206,0.011285357429840557,0.07103629486722066
conflicted,0.5,0.35333636421930015,0.03750321965985856,0.011462155784161078,0.07108507036330948
