sample,comparison,mean,low,high,questions,states
all,Relevant vs. unrelated,0.6022234404111841,0.5496358415906857,0.6543287064026805,100,1072
all,Removed vs. original,-0.28405554281578604,-0.30891084535823593,-0.25901191599157936,100,1756
all,Unrelated vs. original,-0.34233916504953205,-0.36690779995597006,-0.3169168314838075,100,1756
