sample,comparison,mean,low,high,questions,states
conflicted,Relevant vs. unrelated,0.4980002154224307,0.4193155238574128,0.5791192889270236,36,508
conflicted,Removed vs. original,-0.2213076682417604,-0.26173391985730166,-0.18384478924088152,36,813
conflicted,Unrelated vs. original,-0.2868389672138646,-0.32694218122847196,-0.2487649038538656,36,813
