sample,term,estimate,low,high,bootstrap_success
all,intercept,-7.904698172049571,-12.038877180969518,-6.0715867151787055,2000
all,r,8.229731755539259,4.872173296905485,13.46223722268941,2000
all,likelihood,0.9894374313754513,-1.8766925681363895,5.623619257102282,2000
all,interaction,-0.23678839458386497,-5.913244417947191,3.98788786687268,2000
