full_committed_coverage,native_positive,trajectories,correct,accuracy,ci_low,ci_high,bootstrap_valid_draws
False,False,29,1,0.034482758620689655,0.0,0.10344827586206896,5000
False,True,98,5,0.05102040816326531,0.010638297872340425,0.10227272727272728,5000
True,False,10,3,0.3,0.0,0.5714285714285714,4996
True,True,163,124,0.7607361963190185,0.6624980095541401,0.845679012345679,5000
