outcome,metric,estimate,low,high
S,pooled_pearson,0.44959716569567515,0.352593242667407,0.5505524860947776
S,pooled_spearman,0.4244057312715494,0.3200465075873172,0.5337590698381179
S,within_trajectory_weighted_pearson,0.6862168146916733,0.6467317691684508,0.7204342834132068
sigmoid(S),pooled_pearson,0.3209418064646247,0.21170508622175713,0.4364570223320031
sigmoid(S),pooled_spearman,0.4244057312715494,0.3200465075873172,0.5337590698381179
sigmoid(S),within_trajectory_weighted_pearson,0.5171591226668959,0.4731528627468481,0.5545040804544897
