score,full,x,mean,low,high
p,0,0.5200732890690124,0.037665443653357555,0.01254693142763331,0.10759120982322573
p,0,0.5267387331238599,0.0378599584907325,0.012753855848051126,0.10702977424528175
p,0,0.5334041771787073,0.03805543794707719,0.012962514413923138,0.10648306495165621
p,0,0.5400696212335547,0.03825188639312219,0.013172830810205162,0.1059512778737521
p,0,0.5467350652884021,0.03844930821512555,0.013384722995063408,0.10543461767738663
p,0,0.5534005093432496,0.038647707814882214,0.0135981030183247,0.10493329798595219
p,0,0.5600659533980971,0.038847089609732745,0.013812876846749004,0.10444754159633846
p,0,0.5667313974529444,0.039047458032571605,0.014028944197873401,0.10397758068582738
p,0,0.5733968415077919,0.03924881753185475,0.014246198384332293,0.1035236570080124
p,0,0.5800622855626393,0.03945117257160655,0.014464526170716273,0.10308602207563893
p,0,0.5867277296174868,0.03965452763142636,0.01468380764518996,0.10266493732809788
p,0,0.5933931736723341,0.03985888720649411,0.014903916108241788,0.10226067428115175
p,0,0.6000586177271816,0.04006425580757562,0.015124717981087533,0.10187351465632222
p,0,0.606724061782029,0.040270637961027055,0.015346072736385788,0.10150375048722915
p,0,0.6133895058368765,0.04047803820879884,0.015567832854048553,0.10115168420004211
p,0,0.6200549498917239,0.0406864611084389,0.015789843805033937,0.1008176286651025
p,0,0.6267203939465713,0.04089591123309518,0.01601194406609005,0.10050190721668638
p,0,0.6333858380014188,0.04110639317151773,0.016233965168471733,0.1002048536378263
p,0,0.6400512820562662,0.04131791152805976,0.016455731783667625,0.09992681210709045
p,0,0.6467167261111136,0.04153047092267834,0.01667706184915335,0.09966813710423492
p,0,0.653382170165961,0.04174407599093428,0.016897766737112768,0.09942919327172137
p,0,0.6600476142208085,0.04195873138399122,0.01711765146894628,0.09921035522920543
p,0,0.6667130582756559,0.04217444176861418,0.017336514978197985,0.09901200733829267
p,0,0.6733785023305033,0.04239121182716738,0.017554150424285223,0.09883454341509898
p,0,0.6800439463853508,0.042609046257611166,0.017770345559090395,0.09867836638847678
p,0,0.6867093904401982,0.04282794977349841,0.01798488314808151,0.09854388790215562
p,0,0.6933748344950457,0.04304792710397005,0.018197541447153992,0.09843152785952136
p,0,0.700040278549893,0.04326898299374995,0.01840809473583623,0.09834171391029922
p,0,0.7067057226047405,0.043491122203138964,0.01861631390687303,0.09827488087903706
p,0,0.7133711666595879,0.04371434950800818,0.01882196711150102,0.09823147013597744
p,0,0.7200366107144354,0.04393866969979159,0.019024820458959667,0.09821192891167915
p,0,0.7267020547692827,0.04416408758547773,0.01922463876795515,0.09821670955756619
p,0,0.7333674988241302,0.04439060798760066,0.019421186366918447,0.09824626875546132
p,0,0.7400329428789777,0.04461823574423018,0.019614227938992992,0.0983010666800594
p,0,0.7466983869338251,0.044846975708961075,0.01980352940676435,0.09838156611921682
p,0,0.7533638309886725,0.045076832750901824,0.019988858850829877,0.09848823155784549
p,0,0.7600292750435199,0.045307811754662086,0.020169987455417267,0.09862152823208487
p,0,0.7666947190983674,0.045539917620339765,0.020346690473428013,0.09878192116125462
p,0,0.7733601631532148,0.04577315526350693,0.020518748202523467,0.09896987416584653
