r,questions,j_mean,j_ci_low,j_ci_high,native_s_mean,native_s_ci_low,native_s_ci_high,native_margin_mean,native_margin_ci_low,native_margin_ci_high,native_decision_rate_mean,native_decision_rate_ci_low,native_decision_rate_ci_high,explicit_decision_rate_mean,explicit_decision_rate_ci_low,explicit_decision_rate_ci_high
0.0,100,0.8974229137199433,0.8792082154644036,0.9150195043611503,0.40183622421518217,0.37001885436714554,0.43330523126796944,-1.269254461523068,-1.531894197655846,-1.0173144691730485,0.42889285714285713,0.3808300595238095,0.4766547619047618,0.9723214285714286,0.9554160714285714,0.987238392857143
0.25,15,0.9666592016344492,0.9249231101681596,0.993729667609618,0.6854209898553568,0.5986824717914071,0.7707926986946223,1.2586061467529628,0.5076775859990008,1.9623432388494146,0.7960317460317461,0.6686904761904761,0.9143015873015873,0.975,0.9333333333333333,1.0
0.3333333333333333,13,0.9144406748367143,0.8452203201089339,0.9666392312308155,0.6228238807668627,0.43882176137406553,0.7839194446414446,0.8457289088520435,-0.6362525659866761,2.2254237005570374,0.6447552447552448,0.4062937062937063,0.8615384615384615,0.9128205128205127,0.8268910256410255,0.9961538461538461
0.5,51,0.9254801946742832,0.8917262110927481,0.9555522643812537,0.8216288017119185,0.758169621413197,0.880205757400731,3.1681500295261955,2.4809696513526838,3.9063374509238633,0.8637283196106725,0.7903891859774214,0.9276493930905695,0.9418389208830386,0.9042928150281091,0.9764775512477719
0.6666666666666666,8,0.8819788228822882,0.6922442244224423,0.9981435643564356,0.8279478225197463,0.6127326689392714,0.958286663957126,2.726562502224018,1.0325195111036012,4.147428375752799,0.875,0.625,1.0,0.8958333333333334,0.6875,1.0
0.75,10,0.9362564827911364,0.8811704384724188,0.9816937765205092,0.8120552255811534,0.6647555900355879,0.9268415954905178,2.3223214202466247,1.1785714264059375,3.3224107148724884,0.8928571428571429,0.7035714285714286,1.0,0.9571428571428571,0.9035714285714285,1.0
1.0,57,0.9863139822754206,0.9761540956727252,0.9943697768899696,0.9520262191060663,0.905026422353931,0.9889439172747579,6.1350899025683585,5.480092287141291,6.738419529002085,0.9548112706007443,0.9021708311181995,0.9961013645224172,0.9992025518341308,0.9976076555023923,1.0
