r,questions,correct,accuracy,ci_low,ci_high
0.0,3,1,0.3333333333333333,0.06149194472039621,0.7923403991979522
0.25,6,0,0.0,2.7755575615628914e-17,0.3903342879021653
0.3333333333333333,6,1,0.16666666666666666,0.030053369748306635,0.5635028221864702
0.5,19,0,0.0,0.0,0.16817922405261626
0.6666666666666666,2,1,0.5,0.09453120573423074,0.9054687942657693
0.75,7,0,0.0,5.551115123125783e-17,0.35433043506668743
1.0,57,41,0.7192982456140351,0.5916980132395605,0.8192060065617645
