r,both_insufficient,j_only,native_only,both_sufficient
0.0,0.024249999999999997,0.5468571428571428,0.0034285714285714284,0.4254642857142857
0.25,0.016666666666666666,0.18730158730158727,0.008333333333333333,0.7876984126984127
0.3333333333333333,0.08717948717948718,0.2680652680652681,0.0,0.6447552447552448
0.5,0.02811057406645642,0.10816110632287103,0.030050505050505053,0.8336778145601674
0.6666666666666666,0.10416666666666667,0.020833333333333332,0.0,0.875
0.75,0.011904761904761904,0.09523809523809523,0.030952380952380953,0.8619047619047618
1.0,0.0007974481658692185,0.044391281233386495,0.0,0.9548112706007442
